name,position,tier,filename,source_page,source_image_url,creator,license,license_url,rights_status,notes
Steve Grogan,QB,legend,steve_grogan.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Steve Largent,WR,immortal,steve_largent.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Steve Owens,FB,legend,steve_owens.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Steve Tasker,WR,legend,steve_tasker.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Steve Wisniewski,OL,legend,steve_wisniewski.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Steve Young,QB,immortal,steve_young.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Ted Hendricks,LOLB,immortal,ted_hendricks.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Terrell Owens,WR,immortal,terrell_owens.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Terrell Suggs,ROLB,legend,terrell_suggs.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Terry McDaniel,DB,legend,terry_mcdaniel.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Thurman Thomas,HB,immortal,thurman_thomas.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tim Tebow,QB,legend,tim_tebow.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Todd Christensen,TE,immortal,todd_christensen.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tom Brady,QB,immortal,tom_brady.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tom Brookshier,DB,legend,tom_brookshier.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tom Mack,OL,immortal,tom_mack.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tom Rathman,FB,legend,tom_rathman.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tommie Frazier,QB,legend,tommie_frazier.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tommy Kramer,QB,legend,tommy_kramer.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tony Boselli,OL,legend,tony_boselli.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tony Canadeo,HB,legend,tony_canadeo.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tony Dorsett,HB,immortal,tony_dorsett.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tony Gonzalez,TE,immortal,tony_gonzalez.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tony Mandarich,RT,legend,tony_mandarich.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tony Martin,WR,legend,tony_martin.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tony Nathan,HB,legend,tony_nathan.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tony Tolbert,DL,legend,tony_tolbert.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Troy Aikman,QB,immortal,troy_aikman.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Troy Drayton,TE,legend,troy_drayton.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Troy Polamalu,SS,immortal,troy_polamalu.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Ty Detmer,QB,legend,ty_detmer.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Tyrann Mathieu,FS,legend,tyrann_mathieu.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Vernon Davis,TE,legend,vernon_davis.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Vince Young,QB,legend,vince_young.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Von Miller,ROLB,immortal,von_miller.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Walter Payton,HB,immortal,walter_payton.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Warren Moon,QB,immortal,warren_moon.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Wesley Walker,WR,legend,wesley_walker.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Will Anderson Jr.,RE,legend,will_anderson_jr.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
"William ""Refrigerator"" Perry",DL,legend,william_refrigerator_perry.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Willie Brown,DB,immortal,willie_brown.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Willie Gault,WR,legend,willie_gault.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Willie Wood,DB,immortal,willie_wood.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
Yancey Thigpen,WR,legend,yancey_thigpen.png,,,,No image located,,missing_placeholder,A labeled placeholder is included so every roster filename is present. No player photo was redistributed. Error: HTTP Error 403: Forbidden
